Day_Mins,Day_Calls,Avg_Day_Mins,Day_Charge,Eve_Mins,Eve_Calls,Avg_Evn_Mins,Eve_Charge,Night_Mins,Night_Calls,Avg_Night_Mins,Night_Charge,Intl_Mins,Intl_Calls,Avg_International_Mins,Intl_Charge,Total_Day_Data,Total_Evn_Data,Total_Night_Data,Total_Data,label
206.9,143,0.691155147,35.17,127.8,72,1.775,10.86,199.2,120,1.66,8.96,9.2,1,9.2,2.48,71.54580086,56.00893115,92.14145682,219.6961888,0
263.8,65,0.246398787,44.85,103.4,115,0.899130435,8.79,208.1,109,1.909174312,9.36,8.5,3,2.833333333,2.3,35.54330932,24.40213668,42.44561266,102.3910586,0
183.4,126,0.687022901,31.18,195.5,106,1.844339623,16.62,180.1,93,1.93655914,8.1,10.5,5,2.1,2.84,75.10901222,47.95303703,69.18934103,192.2513903,0
157.6,85,0.539340102,26.79,194.1,92,2.109782609,16.5,231.5,86,2.691860465,10.42,9.4,10,0.94,2.54,90.82230566,98.66563317,48.54053975,238.0284786,1
175.6,147,0.837129841,29.85,161.8,118,1.371186441,13.75,289.5,55,5.263636364,13.03,9.3,4,2.325,2.51,71.53641961,81.43696101,67.03912487,220.0125055,0
242.5,101,0.416494845,41.23,102.8,114,0.901754386,8.74,142.4,89,1.6,6.41,9.3,2,4.65,2.51,38.44319834,50.85464108,12.44837371,101.7462131,0
151,102,0.675496689,25.67,131.4,101,1.300990099,11.17,186.6,86,2.169767442,8.4,9.9,7,1.414285714,2.67,89.60324046,2.119603111,19.63679111,111.3596347,0
138.1,103,0.74583635,23.48,164.5,100,1.645,13.98,134.9,63,2.141269841,6.07,8.3,2,4.15,2.24,80.05923714,48.33041068,9.033166621,137.4228144,0
264.7,69,0.260672459,45,305,120,2.541666667,25.93,197.4,86,2.295348837,8.88,9.5,9,1.055555556,2.57,34.34432633,8.974369079,57.69072571,101.0094211,1
282.3,70,0.24796316,47.99,152,89,1.707865169,12.92,225.5,93,2.424731183,10.15,12,4,3,3.24,48.97639898,27.78718258,8.0089472,84.77252876,0
211.2,80,0.378787879,35.9,237.7,93,2.555913978,20.2,259.2,58,4.468965517,11.66,12.3,2,6.15,3.32,89.75409273,35.68429629,8.095872644,133.5342617,0
197.1,126,0.639269406,33.51,130.1,76,1.711842105,11.06,78.1,100,0.781,3.51,7.4,4,1.85,2,62.91086989,22.98322521,10.35931849,96.25341358,0
205.3,95,0.462737457,34.9,166.7,128,1.30234375,14.17,240.6,84,2.864285714,10.83,7.8,4,1.95,2.11,79.22698477,15.24150715,54.56350845,149.0320004,0
181.8,110,0.605060506,30.91,228.1,123,1.854471545,19.39,262.7,141,1.863120567,11.82,9.2,4,2.3,2.48,11.24473144,43.73299788,59.49850945,114.4762388,0
252,120,0.476190476,42.84,150.2,106,1.416981132,12.77,151.8,96,1.58125,6.83,9.6,1,9.6,2.59,97.88009693,59.65181847,51.37828796,208.9102034,0
193.8,102,0.526315789,32.95,118.9,104,1.143269231,10.11,135.9,124,1.095967742,6.12,9.2,3,3.066666667,2.48,5.752348647,62.00076793,29.14391501,96.89703159,0
231.2,135,0.583910035,39.3,188.7,74,2.55,16.04,206.9,124,1.668548387,9.31,12.3,1,12.3,3.32,54.88773874,13.72352027,24.17590706,92.78716607,0
200.1,108,0.539730135,34.02,188.9,122,1.548360656,16.06,205.1,90,2.278888889,9.23,15.5,4,3.875,4.19,16.40939006,23.07755496,89.0667305,128.5536755,0
266.7,109,0.408698913,45.34,232.3,107,2.171028037,19.75,212.8,98,2.171428571,9.58,16.3,4,4.075,4.4,9.469686214,39.64418704,62.10358921,111.2174625,0
118.1,117,0.990685859,20.08,221.5,125,1.772,18.83,103.9,89,1.16741573,4.68,11.9,6,1.983333333,3.21,7.992838381,91.20073154,77.10235985,176.2959298,0
175.3,106,0.604677695,29.8,144.3,87,1.65862069,12.27,160.2,88,1.820454545,7.21,11.8,5,2.36,3.19,22.89989191,89.24273027,47.81822663,159.9608488,0
125.1,99,0.791366906,21.27,248.8,62,4.012903226,21.15,211.3,79,2.674683544,9.51,11.2,3,3.733333333,3.02,23.95058191,28.79454219,51.9789718,104.7240959,0
176.8,90,0.509049774,30.06,224.7,81,2.774074074,19.1,204.6,77,2.657142857,9.21,7.5,15,0.5,2.03,14.49887489,56.56834264,51.90925269,122.9764702,0
241.9,101,0.417527904,41.12,129.4,121,1.069421488,11,264.8,104,2.546153846,11.92,5.9,3,1.966666667,1.59,77.21948966,14.25710249,71.21977915,162.6963713,0
241.2,134,0.555555556,41,116.5,114,1.021929825,9.9,152.2,91,1.672527473,6.85,10.6,4,2.65,2.86,46.78307739,24.33655479,13.64174191,84.76137409,0
217.1,99,0.456011055,36.91,236,68,3.470588235,20.06,118.3,120,0.985833333,5.32,9.4,4,2.35,2.54,23.4854368,71.56458371,25.97621995,121.0262405,0
195.4,110,0.562947799,33.22,181.2,109,1.662385321,15.4,178.5,105,1.7,8.03,8.9,4,2.225,2.4,99.60416513,41.33136446,62.65775939,203.593289,0
222.4,78,0.350719424,37.81,327,111,2.945945946,27.8,208,104,2,9.36,8.7,9,0.966666667,2.35,54.30823726,0.826167356,50.39009689,105.5245015,1
189.5,90,0.474934037,32.22,189.8,118,1.608474576,16.13,205.8,83,2.479518072,9.26,13.1,2,6.55,3.54,3.639170206,38.81693775,89.27742216,131.7335301,0
123.1,100,0.812347685,20.93,158.4,82,1.931707317,13.46,256.1,82,3.123170732,11.52,9.3,5,1.86,2.51,11.05551366,96.92630794,35.01587774,142.9976993,0
256.7,98,0.381768601,43.64,150.5,120,1.254166667,12.79,123,87,1.413793103,5.54,11.4,3,3.8,3.08,19.2342028,83.76820451,79.88985882,182.8922661,0
159.1,94,0.590823382,27.05,241.6,119,2.030252101,20.54,202.4,120,1.686666667,9.11,6.5,1,6.5,1.76,52.49408098,25.54744022,0.240524082,78.28204528,0
100.1,90,0.899100899,17.02,233.3,93,2.508602151,19.83,204.4,57,3.585964912,9.2,11.1,8,1.3875,3,76.81074521,88.89467016,26.40069261,192.106108,0
30.9,113,3.656957929,5.25,187,113,1.654867257,15.9,230.8,101,2.285148515,10.39,8.6,7,1.228571429,2.32,0.824727536,10.58645238,16.20596162,27.61714154,0
223.2,76,0.340501792,37.94,214.4,131,1.636641221,18.22,154.4,80,1.93,6.95,10.1,2,5.05,2.73,90.73109922,75.96544982,78.06868044,244.7652295,0
187.4,101,0.538954109,31.86,199.9,126,1.586507937,16.99,216.1,107,2.019626168,9.72,12.6,8,1.575,3.4,58.20562227,43.51665437,88.68394332,190.40622,0
315.6,105,0.33269962,53.65,208.9,71,2.942253521,17.76,260.1,123,2.114634146,11.7,12.1,3,4.033333333,3.27,85.79473656,91.54111363,18.49996558,195.8358158,0
277.5,104,0.374774775,47.18,131.8,121,1.089256198,11.2,126.9,101,1.256435644,5.71,8.2,2,4.1,2.21,66.15475823,45.89125767,17.41865862,129.4646745,0
189.8,111,0.584826133,32.27,197.3,101,1.953465347,16.77,234.5,111,2.112612613,10.55,14.9,3,4.966666667,4.02,91.48990252,22.23599944,49.28723331,163.0131353,0
147.2,119,0.808423913,25.02,192.8,91,2.118681319,16.39,172.7,105,1.644761905,7.77,10.2,4,2.55,2.75,79.87310273,16.51228744,9.826909279,106.2122994,0
185.8,36,0.193756728,31.59,276.5,134,2.063432836,23.5,192.1,104,1.847115385,8.64,5.7,7,0.814285714,1.54,24.15874606,28.88757504,39.30797967,92.35430078,0
155.4,110,0.707850708,26.42,188.5,104,1.8125,16.02,254.9,118,2.160169492,11.47,8,4,2,2.16,20.83536474,83.48806055,84.9525034,189.2759287,0
154.2,91,0.590142672,26.21,268.6,108,2.487037037,22.83,188.8,99,1.907070707,8.5,10.9,4,2.725,2.94,64.80996227,46.14556715,17.8348167,128.7903461,0
97.6,98,1.004098361,16.59,105.5,118,0.894067797,8.97,220.2,105,2.097142857,9.91,11.6,9,1.288888889,3.13,90.44417549,76.63044913,8.365408994,175.4400336,0
178.8,94,0.525727069,30.4,178.4,97,1.839175258,15.16,169.2,77,2.197402597,7.61,7.5,3,2.5,2.03,65.72012687,58.27843724,87.93743409,211.9359982,0
149.3,104,0.696584059,25.38,273.6,75,3.648,23.26,206.6,72,2.869444444,9.3,9.1,4,2.275,2.46,5.448582952,76.79571663,14.13849486,96.38279444,0
206,89,0.432038835,35.02,186,88,2.113636364,15.81,307.1,86,3.570930233,13.82,8.4,11,0.763636364,2.27,51.73066131,72.58775885,18.19292259,142.5113428,0
216.8,86,0.396678967,36.86,190.8,114,1.673684211,16.22,187.5,79,2.373417722,8.44,11,9,1.222222222,2.97,33.39884814,19.89218728,7.768209089,61.05924451,0
103.3,110,1.064859632,17.56,129.1,82,1.574390244,10.97,167.1,113,1.478761062,7.52,10.7,3,3.566666667,2.89,40.35533862,50.47133022,44.75646987,135.5831387,0
139.4,95,0.681492109,23.7,159.1,92,1.729347826,13.52,128.2,129,0.99379845,5.77,7.7,3,2.566666667,2.08,86.52905197,65.6653357,81.99029736,234.184685,0
191.2,110,0.575313808,32.5,163.9,102,1.606862745,13.93,243.6,114,2.136842105,10.96,14.1,3,4.7,3.81,36.34468631,72.49021827,86.21507656,195.0499811,0
160,104,0.65,27.2,189.4,64,2.959375,16.1,229.9,118,1.948305085,10.35,10.4,7,1.485714286,2.81,94.64136377,54.49697681,31.22915465,180.3674952,0
221.7,95,0.428506991,37.69,193,82,2.353658537,16.41,194.1,113,1.717699115,8.73,6.5,4,1.625,1.76,77.62114424,85.43746803,83.48632069,246.544933,0
62.9,81,1.287758347,10.69,231,64,3.609375,19.64,168.9,121,1.395867769,7.6,8.5,5,1.7,2.3,87.6395507,57.60969059,92.12925913,237.3785004,0
215.6,78,0.361781076,36.65,195.3,119,1.641176471,16.6,194.4,65,2.990769231,8.75,3.6,5,0.72,0.97,61.01843953,9.986201334,8.517280429,79.52192129,0
165.3,97,0.586811857,28.1,223.5,118,1.894067797,19,260.8,72,3.622222222,11.74,7.6,7,1.085714286,2.05,60.82333979,87.3114638,13.64384892,161.7786525,0
94.7,111,1.172122492,16.1,154.4,98,1.575510204,13.12,200.4,109,1.83853211,9.02,10.6,6,1.766666667,2.86,80.14490532,85.48481225,17.81651004,183.4462276,0
203.2,81,0.398622047,34.54,152.5,99,1.54040404,12.96,197.8,76,2.602631579,8.9,9.7,3,3.233333333,2.62,29.39306568,15.83868782,59.53361793,104.7653714,0
195.3,70,0.358422939,33.2,216.7,108,2.006481481,18.42,259.9,119,2.184033613,11.7,12.5,4,3.125,3.38,27.65124511,74.82877424,21.53846361,124.018483,0
143.7,114,0.793319415,24.43,297.8,98,3.03877551,25.31,212.6,86,2.472093023,9.57,11.4,8,1.425,3.08,18.4903008,79.8960855,0.369957452,98.75634375,0
114.4,104,0.909090909,19.45,78.3,101,0.775247525,6.66,232.7,78,2.983333333,10.47,0,0,0,0,8.509155051,28.43215761,97.75509968,134.6964123,0
222.8,101,0.453321364,37.88,203,128,1.5859375,17.26,210.6,106,1.986792453,9.48,6.9,2,3.45,1.86,69.16501777,90.68030551,49.6225812,209.4679045,0
175.9,70,0.397953383,29.9,211.7,105,2.016190476,17.99,174.5,81,2.154320988,7.85,7.3,5,1.46,1.97,57.7510073,0.322548527,77.31655107,135.3901069,0
249.9,95,0.380152061,42.48,242.5,104,2.331730769,20.61,151.7,121,1.253719008,6.83,15.3,6,2.55,4.13,97.59983947,89.32474665,83.7435307,270.6681168,1
234.5,130,0.554371002,39.87,195.2,116,1.682758621,16.59,268.8,94,2.859574468,12.1,11.4,4,2.85,3.08,60.86692132,99.04788414,74.68755055,234.602356,0
210.7,116,0.5505458,35.82,219.2,86,2.548837209,18.63,179.7,83,2.165060241,8.09,7.2,6,1.2,1.94,91.39857277,2.569905957,57.75057408,151.7190528,0
182.3,124,0.680197477,30.99,169.9,110,1.544545455,14.44,184,116,1.586206897,8.28,9.3,3,3.1,2.51,42.80326426,98.28755313,28.76979325,169.8606106,0
190.3,88,0.462427746,32.35,194.5,89,2.185393258,16.53,256.5,109,2.353211009,11.54,11.7,5,2.34,3.16,88.48836883,60.04378923,87.51616175,236.0483198,0
177.1,88,0.49689441,30.11,163.7,108,1.515740741,13.91,242.7,72,3.370833333,10.92,7.4,2,3.7,2,90.7797918,30.32600516,44.95229265,166.0580896,0
87.2,92,1.055045872,14.82,169.3,110,1.539090909,14.39,166.7,80,2.08375,7.5,10.9,5,2.18,2.94,82.33449507,68.79086286,19.08084481,170.2062027,1
215.6,96,0.445269017,36.65,193.4,127,1.522834646,16.44,105.4,115,0.916521739,4.74,13.5,3,4.5,3.65,47.1420187,21.48219393,87.10339424,155.7276069,0
137.4,109,0.793304221,23.36,237.6,49,4.848979592,20.2,206.7,136,1.519852941,9.3,14,11,1.272727273,3.78,53.73148557,71.35061759,22.11352748,147.1956306,0
192.8,103,0.534232365,32.78,177,83,2.13253012,15.05,216.5,118,1.834745763,9.74,16.4,5,3.28,4.43,70.12452795,81.06770194,72.20779435,223.4000242,0
149.3,100,0.669792364,25.38,200.2,110,1.82,17.02,231.7,101,2.294059406,10.43,11.9,3,3.966666667,3.21,15.30670681,8.674262502,24.02357556,48.00454487,0
143.7,116,0.8072373,24.43,170.7,99,1.724242424,14.51,287.7,95,3.028421053,12.95,7.8,5,1.56,2.11,30.30932892,24.25850049,90.00116629,144.5689957,0
224.8,111,0.493772242,38.22,190,101,1.881188119,16.15,221.4,110,2.012727273,9.96,9.2,2,4.6,2.48,37.49580663,12.38265535,80.98291143,130.8613734,0
261.2,122,0.467075038,44.4,214.2,101,2.120792079,18.21,154.9,101,1.533663366,6.97,12.7,5,2.54,3.43,85.00542159,14.2086121,84.14339158,183.3574253,0
196.5,98,0.498727735,33.41,175.8,111,1.583783784,14.94,221.8,124,1.788709677,9.98,13.4,5,2.68,3.62,25.0781604,4.278750825,1.121517953,30.47842918,0
271.2,105,0.387168142,46.1,202.6,105,1.92952381,17.22,221.6,51,4.345098039,9.97,11.5,3,3.833333333,3.11,98.76013059,34.84681605,54.4403162,188.0472628,1
207.2,121,0.583976834,35.22,292.5,104,2.8125,24.86,226.3,103,2.197087379,10.18,8,1,8,2.16,91.254691,79.43032405,90.67375988,261.3587749,0
300.4,94,0.312916112,51.07,133.2,103,1.293203883,11.32,197.4,94,2.1,8.88,7.2,5,1.44,1.94,35.8536374,53.58978525,11.12047835,100.563901,0
229.6,123,0.535714286,39.03,132.3,90,1.47,11.25,211.9,76,2.788157895,9.54,9.5,8,1.1875,2.57,80.20489422,84.55468432,68.78145573,233.5410343,0
187.5,110,0.586666667,31.88,169.8,94,1.806382979,14.43,175.3,127,1.380314961,7.89,12.1,4,3.025,3.27,40.52073279,68.87691336,61.59441241,170.9920586,0
57.1,98,1.716287215,9.71,199.7,78,2.56025641,16.97,274.7,103,2.666990291,12.36,6.5,6,1.083333333,1.76,21.46402742,2.54608643,85.19665544,109.2067693,0
162.1,86,0.530536706,27.56,155,86,1.802325581,13.18,189.7,87,2.18045977,8.54,11,9,1.222222222,2.97,68.96956135,96.07586138,29.42446437,194.4698871,1
145,89,0.613793103,24.65,175.8,102,1.723529412,14.94,223.7,151,1.481456954,10.07,16.7,3,5.566666667,4.51,94.79022874,18.54151009,28.50254642,141.8342853,1
159.5,123,0.771159875,27.12,240.8,93,2.589247312,20.47,210.3,76,2.767105263,9.46,11.4,3,3.8,3.08,51.06575628,18.45291358,78.8098998,148.3285697,0
190.7,72,0.377556371,32.42,208.6,103,2.025242718,17.73,203.8,111,1.836036036,9.17,8.8,8,1.1,2.38,45.62809228,64.23287473,44.27765957,154.1386266,0
230.6,40,0.173460538,39.2,189.1,58,3.260344828,16.07,162.2,115,1.410434783,7.3,9.4,2,4.7,2.54,91.74865907,99.87312472,24.06862651,215.6904103,0
34,133,3.911764706,5.78,278.6,61,4.567213115,23.68,129.6,120,1.08,5.83,11.5,3,3.833333333,3.11,39.92028532,5.915023554,2.233923882,48.06923275,0
193.4,112,0.579110651,32.88,240.6,131,1.836641221,20.45,248.1,98,2.531632653,11.16,11.4,3,3.8,3.08,78.08806357,79.16232254,27.36634135,184.6167275,0
202,126,0.623762376,34.34,163.5,86,1.901162791,13.9,195.4,84,2.326190476,8.79,10.4,6,1.733333333,2.81,41.79401173,65.39640402,46.48161902,153.6720348,0
191.7,122,0.636411059,32.59,241.4,88,2.743181818,20.52,203.5,86,2.36627907,9.16,9.1,5,1.82,2.46,29.31071801,84.03689652,43.36331025,156.7109248,0
161.3,97,0.601363918,27.42,250.3,110,2.275454545,21.28,142.4,92,1.547826087,6.41,6.6,8,0.825,1.78,76.46621577,15.78327497,64.54906998,156.7985607,0
150.6,85,0.564409031,25.6,119,128,0.9296875,10.12,232.9,123,1.893495935,10.48,6.4,2,3.2,1.73,86.14970437,45.82604855,18.94106837,150.9168213,0
184.6,102,0.552546046,31.38,196,117,1.675213675,16.66,226.5,122,1.856557377,10.19,7.8,1,7.8,2.11,26.51533847,61.14024095,82.54871596,170.2042954,0
220.7,120,0.543724513,37.52,270.2,95,2.844210526,22.97,121.6,113,1.076106195,5.47,8.7,5,1.74,2.35,58.23663807,73.65431315,85.59352344,217.4844747,0
167.3,119,0.711297071,28.44,198.5,119,1.668067227,16.87,133.1,88,1.5125,5.99,11,6,1.833333333,2.97,60.06770777,91.17488298,72.65397061,223.8965614,0
154,80,0.519480519,26.18,185.5,91,2.038461538,15.77,148.2,107,1.385046729,6.67,8.2,4,2.05,2.21,4.25301929,45.54373581,28.62034221,78.41709731,0
121.1,116,0.957886045,20.59,186.4,100,1.864,15.84,241.7,75,3.222666667,10.88,10.1,6,1.683333333,2.73,11.7361978,92.31490357,26.81449769,130.8655991,0
182.1,94,0.51619989,30.96,164.6,59,2.789830508,13.99,128.8,102,1.262745098,5.8,12.7,4,3.175,3.43,1.039611315,39.37598045,37.79194595,78.20753772,0
109.6,88,0.802919708,18.63,137.6,108,1.274074074,11.7,159.7,121,1.319834711,7.19,11,5,2.2,2.97,64.11184458,43.86906002,1.667914977,109.6488196,0
209.9,105,0.500238209,35.68,121.9,105,1.160952381,10.36,253.7,104,2.439423077,11.42,9.6,4,2.4,2.59,77.59247431,35.98319545,80.14210826,193.717778,0
167.5,76,0.453731343,28.48,242.1,92,2.631521739,20.58,101.2,103,0.982524272,4.55,11.4,4,2.85,3.08,41.74299653,45.47586199,2.951561439,90.17041996,0
213.9,88,0.4114072,36.36,239.8,119,2.01512605,20.38,148.7,71,2.094366197,6.69,9.8,14,0.7,2.65,16.34801368,78.87814766,7.037679961,102.2638413,0
115.8,108,0.932642487,19.69,243.3,111,2.191891892,20.68,184.6,78,2.366666667,8.31,13.1,5,2.62,3.54,92.35771345,84.67926785,53.10878579,230.1457671,0
276.6,99,0.35791757,47.02,220.1,113,1.947787611,18.71,177.9,95,1.872631579,8.01,9.8,6,1.633333333,2.65,11.90529066,69.53765151,94.61304582,176.055988,0
179.4,88,0.490523969,30.5,181.1,97,1.867010309,15.39,320.7,120,2.6725,14.43,9.5,4,2.375,2.57,12.71015625,70.50281398,47.9657397,131.1787099,0
187.3,84,0.448478377,31.84,270.8,95,2.850526316,23.02,206.4,68,3.035294118,9.29,10.1,5,2.02,2.73,53.84059103,68.90898902,22.03360437,144.7831844,0
201.2,128,0.636182903,34.2,227.2,100,2.272,19.31,145.8,91,1.602197802,6.56,8.4,3,2.8,2.27,42.9985453,79.55383008,70.55276245,193.1051378,0
189.6,78,0.411392405,32.23,267.4,117,2.285470085,22.73,184.5,137,1.346715328,8.3,1.3,6,0.216666667,0.35,69.34642539,76.00403921,27.11652491,172.4669895,0
186.8,124,0.663811563,31.76,261,69,3.782608696,22.19,317.8,103,3.085436893,14.3,15,5,3,4.05,15.09862871,91.27282325,92.40179775,198.7732497,0
153.5,83,0.540716612,26.1,219.1,96,2.282291667,18.62,237.4,76,3.123684211,10.68,11.4,4,2.85,3.08,29.1450765,16.10985793,36.93536958,82.19030401,0
187.6,97,0.517057569,31.89,208.2,118,1.76440678,17.7,158.9,101,1.573267327,7.15,8.7,6,1.45,2.35,85.14738529,5.684647929,93.88383891,184.7158721,0
230.9,132,0.57167605,39.25,243.2,99,2.456565657,20.67,182.4,57,3.2,8.21,11,2,5.5,2.97,47.67356868,46.66985742,80.72818749,175.0716136,1
244.9,150,0.612494896,41.63,118,138,0.855072464,10.03,236,91,2.593406593,10.62,15.2,4,3.8,4.1,47.19961587,71.37489163,80.04686602,198.6213735,0
230.9,93,0.402771763,39.25,223,78,2.858974359,18.96,157.8,101,1.562376238,7.1,9.7,2,4.85,2.62,51.31255057,16.25868606,67.43416298,135.0053996,0
187.1,104,0.555852485,31.81,250.2,117,2.138461538,21.27,144.9,81,1.788888889,6.52,11,3,3.666666667,2.97,40.8412705,32.17506924,79.33012269,152.3464624,0
170.7,54,0.316344464,29.02,191.1,108,1.769444444,16.24,214.6,107,2.005607477,9.66,13.3,4,3.325,3.59,41.14340294,0.153908011,68.10756922,109.4048802,0
126.9,97,0.764381403,21.57,166.9,102,1.63627451,14.19,145.2,77,1.885714286,6.53,8.8,3,2.933333333,2.38,6.989372721,1.653126981,40.22024781,48.86274751,1
189.5,112,0.591029024,32.22,207,95,2.178947368,17.6,214.1,91,2.352747253,9.63,9.2,7,1.314285714,2.48,43.47844933,54.0370472,83.38278462,180.8982811,0
176.9,110,0.621820237,30.07,167.9,100,1.679,14.27,182.2,138,1.320289855,8.2,7.7,2,3.85,2.08,4.663720072,43.8710346,88.41539111,136.9501458,1
161.1,99,0.61452514,27.39,198.8,81,2.454320988,16.9,228.4,116,1.968965517,10.28,10.6,4,2.65,2.86,21.32685427,85.17635212,83.26090694,189.7641133,0
169.4,107,0.631641086,28.8,197.2,71,2.777464789,16.76,202.2,79,2.559493671,9.1,10.7,4,2.675,2.89,42.40688116,94.15683586,28.0185147,164.5822317,0
254.4,133,0.522798742,43.25,161.7,96,1.684375,13.74,251.4,91,2.762637363,11.31,10.5,4,2.625,2.84,88.79743795,85.65179739,69.10618494,243.5554203,0
127.7,54,0.422866092,21.71,215,105,2.047619048,18.28,234.3,84,2.789285714,10.54,5.8,4,1.45,1.57,4.075743302,18.09329603,62.32764706,84.49668639,0
170.5,107,0.627565982,28.99,217.2,77,2.820779221,18.46,225.7,71,3.178873239,10.16,13.6,5,2.72,3.67,39.97182397,8.583813225,8.361145157,56.91678235,0
219.1,100,0.456412597,37.25,242.9,90,2.698888889,20.65,168.9,101,1.672277228,7.6,10.1,4,2.525,2.73,42.67099491,35.74710754,39.6709681,118.0890705,0
273.5,104,0.380255941,46.5,183.8,68,2.702941176,15.62,153.8,67,2.295522388,6.92,11,9,1.222222222,2.97,94.32829736,86.27763158,23.19367887,203.7996078,0
161.9,138,0.852378011,27.52,200.9,114,1.762280702,17.08,134,134,1,6.03,10.7,4,2.675,2.89,84.19259497,9.64335655,19.17450746,113.010459,0
241.7,87,0.359950352,41.09,142,101,1.405940594,12.07,288.9,68,4.248529412,13,9.4,4,2.35,2.54,81.1303448,80.06967566,49.38144308,210.5814635,0
62.8,124,1.974522293,10.68,170.4,66,2.581818182,14.48,280.2,78,3.592307692,12.61,9.4,4,2.35,2.54,21.55107688,67.26690936,94.60639636,183.4243826,0
281.1,83,0.295268588,47.79,143.7,130,1.105384615,12.21,239.4,128,1.8703125,10.77,11.2,9,1.244444444,3.02,38.21734856,77.11313723,57.70768869,173.0381745,0
228.2,70,0.306748466,38.79,263.7,80,3.29625,22.41,142.6,60,2.376666667,6.42,10.7,5,2.14,2.89,16.10392167,76.73772971,21.66488672,114.5065381,0
209.8,82,0.390848427,35.67,194.5,94,2.069148936,16.53,200.4,85,2.357647059,9.02,11.3,3,3.766666667,3.05,41.51215583,34.22039447,15.47154933,91.20409963,0
265.6,86,0.323795181,45.15,208.8,102,2.047058824,17.75,182.5,105,1.738095238,8.21,11.1,6,1.85,3,26.83567513,76.19795944,21.24973775,124.2833723,1
214.9,97,0.451372732,36.53,117.8,117,1.006837607,10.01,133.7,78,1.714102564,6.02,11.8,2,5.9,3.19,13.41497975,16.35527721,33.3716987,63.14195566,0
110.5,79,0.714932127,18.79,223.2,111,2.010810811,18.97,169.5,64,2.6484375,7.63,10.5,3,3.5,2.84,1.22827864,52.63242104,0.540729094,54.40142878,0
281.1,88,0.313055852,47.79,198,103,1.922330097,16.83,94.3,76,1.240789474,4.24,7.5,3,2.5,2.03,96.65553729,56.23245791,1.321884743,154.2098799,0
137.8,86,0.624092888,23.43,286.3,76,3.767105263,24.34,167,77,2.168831169,7.52,14.1,3,4.7,3.81,40.73759345,65.49897339,68.05564519,174.292212,0
271.5,98,0.360957643,46.16,253.4,102,2.484313725,21.54,165.4,85,1.945882353,7.44,8.2,2,4.1,2.21,62.1000309,79.19722745,33.65381132,174.9510697,1
112.8,108,0.957446809,19.18,218.8,120,1.823333333,18.6,240.2,106,2.266037736,10.81,9,3,3,2.43,54.64828093,31.92747457,70.29912238,156.8748779,0
187.3,118,0.630005339,31.84,239.7,90,2.663333333,20.37,167.5,108,1.550925926,7.54,15.1,2,7.55,4.08,79.1956867,43.12180244,4.67343485,126.990924,0
197,84,0.426395939,33.49,269.3,105,2.564761905,22.89,158.9,105,1.513333333,7.15,10.8,4,2.7,2.92,65.45196035,53.47582014,13.04210534,131.9698858,0
180.4,89,0.493348115,30.67,129.4,124,1.043548387,11,166.9,124,1.345967742,7.51,8.4,2,4.2,2.27,18.87293929,95.11015961,16.8255627,130.8086616,0
148.5,126,0.848484848,25.25,219.4,125,1.7552,18.65,198.5,121,1.640495868,8.93,14.5,7,2.071428571,3.92,97.93023343,52.05990033,76.41602458,226.4061583,1
197.1,113,0.573313039,33.51,259.4,95,2.730526316,22.05,134.7,135,0.997777778,6.06,14.6,5,2.92,3.94,45.5243006,56.59756642,57.71608822,159.8379553,0
153.7,115,0.7482108,26.13,137.8,146,0.943835616,11.71,213.5,104,2.052884615,9.61,15.9,5,3.18,4.29,99.12338969,59.8363521,54.35032713,213.3100689,0
261.3,96,0.3673938,44.42,220.9,101,2.187128713,18.78,179.4,97,1.849484536,8.07,11.3,2,5.65,3.05,22.4820688,50.35545893,19.04681351,91.88434125,0
246.2,102,0.414297319,41.85,202.4,134,1.510447761,17.2,180.1,95,1.895789474,8.1,9.4,5,1.88,2.54,89.1396417,61.32311853,73.64083616,224.1035964,0
191,88,0.460732984,32.47,318.8,119,2.678991597,27.1,247.3,79,3.130379747,11.13,6.5,4,1.625,1.76,30.41424215,98.94069837,40.62713887,169.9820794,0
208.3,86,0.412866059,35.41,253.6,89,2.849438202,21.56,291,86,3.38372093,13.1,12.6,3,4.2,3.4,45.17605073,42.21610195,45.08089197,132.4730446,0
253,73,0.288537549,43.01,219.3,78,2.811538462,18.64,210.8,89,2.368539326,9.49,9.8,4,2.45,2.65,93.47339245,68.46057141,8.347941379,170.2819052,0
202.3,87,0.430054375,34.39,201.5,111,1.815315315,17.13,101.7,82,1.240243902,4.58,6.8,4,1.7,1.84,51.29854592,77.33473087,68.62195585,197.2552326,0
174.4,120,0.688073394,29.65,156.3,98,1.594897959,13.29,136.5,121,1.128099174,6.14,10.2,5,2.04,2.75,96.73983426,84.73276886,3.735409613,185.2080127,0
127.1,89,0.700236035,21.61,172.1,116,1.48362069,14.63,194.6,111,1.753153153,8.76,12.1,3,4.033333333,3.27,90.99429878,16.77094509,37.89074829,145.6559922,0
143.5,76,0.529616725,24.4,242.6,58,4.182758621,20.62,147.7,95,1.554736842,6.65,11.3,3,3.766666667,3.05,55.52792331,64.31623247,67.32521884,187.1693746,0
186.9,94,0.50294275,31.77,240,138,1.739130435,20.4,200.9,64,3.1390625,9.04,5.8,3,1.933333333,1.57,94.69301124,94.95920037,52.04677491,241.6989865,0
